T_REL,T_ABS,RADAR_POS_X,RADAR_POS_Y,RADAR_POS_Z,TARGET_POS_X,TARGET_POS_Y,TARGET_POS_Z,CMD_SPEED_X,CMD_SPEED_Y,CMD_SPEED_Z,ERROR_X,ERROR_Y,ERROR_Z
213.719,276.501,143,127,138,150,75,140,2,-17,0,7,-52,2
213.819,276.601,144,126,138,150,75,140,1,-18,0,6,-51,2
213.919,276.701,145,125,138,150,75,140,1,-17,0,5,-50,2
214.019,276.801,146,124,138,150,75,140,1,-17,0,4,-49,2
214.119,276.901,148,122,138,150,75,140,1,-17,0,2,-47,2
214.219,277.001,149,120,137,150,75,140,1,-16,0,1,-45,3
214.319,277.101,150,118,137,150,75,140,0,-15,0,0,-43,3
214.419,277.201,151,116,137,150,75,140,0,-15,0,-1,-41,3
214.539,277.321,152,114,137,150,75,140,0,0,0,-2,-39,3
214.639,277.421,154,113,137,150,75,140,0,0,0,-4,-38,3
214.739,277.521,155,112,137,150,75,140,0,0,0,-5,-37,3
214.839,277.621,156,111,137,150,75,140,0,0,0,-6,-36,3
214.939,277.721,158,110,137,150,75,140,0,0,0,-8,-35,3
215.039,277.821,159,109,137,150,75,140,0,0,0,-9,-34,3
215.139,277.921,160,108,137,150,75,140,0,0,0,-10,-33,3
215.239,278.021,160,106,136,150,75,140,0,0,1,-10,-31,4
215.339,278.121,161,105,136,150,75,140,0,0,1,-11,-30,4
215.439,278.221,162,104,136,150,75,140,0,0,1,-12,-29,4
215.539,278.321,163,103,136,150,75,140,0,0,0,-13,-28,4
215.639,278.421,163,101,136,150,75,140,0,0,1,-13,-26,4
215.739,278.521,164,100,136,150,75,140,0,0,1,-14,-25,4
215.859,278.641,165,99,136,150,75,140,0,0,0,-15,-24,4
215.939,278.721,166,98,135,150,75,140,0,0,1,-16,-23,5
216.039,278.821,166,97,135,150,75,140,0,0,1,-16,-22,5
216.139,278.921,167,96,135,150,75,140,0,0,1,-17,-21,5
216.239,279.021,168,94,135,150,75,140,0,0,1,-18,-19,5
216.339,279.121,168,93,135,150,75,140,0,0,1,-18,-18,5
216.439,279.221,169,93,135,150,75,140,0,0,1,-19,-18,5
216.539,279.321,169,92,135,150,75,140,0,0,1,-19,-17,5
216.639,279.421,170,91,135,150,75,140,0,0,0,-20,-16,5
216.739,279.521,171,91,135,150,75,140,0,0,0,-21,-16,5
216.839,279.621,171,90,135,150,75,140,0,0,1,-21,-15,5
216.939,279.721,171,89,134,150,75,140,0,0,0,-21,-14,6
217.039,279.821,172,88,134,150,75,140,0,0,2,-22,-13,6
217.139,279.921,173,87,134,150,75,140,0,0,2,-23,-12,6
217.339,280.121,174,85,135,150,75,140,0,0,1,-24,-10,5
217.439,280.221,174,84,135,150,75,140,0,0,0,-24,-9,5
217.539,280.321,175,83,135,150,75,140,0,0,1,-25,-8,5
217.639,280.421,175,82,135,150,75,140,0,0,0,-25,-7,5
217.839,280.621,175,81,135,150,75,140,0,0,1,-25,-6,5
218.039,280.821,176,80,134,150,75,140,0,0,2,-26,-5,6
218.139,280.921,176,79,134,150,75,140,0,0,2,-26,-4,6
218.339,281.121,176,78,134,150,75,140,0,0,2,-26,-3,6
218.439,281.221,177,78,135,150,75,140,0,0,0,-27,-3,5
218.639,281.421,177,77,135,150,75,140,0,0,1,-27,-2,5
218.739,281.521,176,77,135,150,75,140,0,0,1,-26,-2,5
218.939,281.721,176,76,135,150,75,140,0,0,1,-26,-1,5
219.039,281.821,176,76,136,150,75,140,0,0,0,-26,-1,4
219.139,281.921,175,76,136,150,75,140,0,0,1,-25,-1,4
219.239,282.021,174,75,136,150,75,140,0,0,0,-24,0,4
219.339,282.121,174,74,136,150,75,140,0,0,1,-24,1,4
219.639,282.421,173,74,136,150,75,140,-4,0,1,-23,1,4
219.739,282.521,172,73,136,150,75,140,-4,0,1,-22,2,4
219.939,282.721,172,72,137,150,75,140,-4,0,1,-22,3,3
220.039,282.821,171,72,137,150,75,140,-4,0,0,-21,3,3
220.139,282.921,170,72,137,150,75,140,-4,0,0,-20,3,3
220.239,283.021,170,71,137,150,75,140,-4,0,0,-20,4,3
220.339,283.121,169,71,137,150,75,140,-4,0,0,-19,4,3
220.439,283.221,169,70,138,150,75,140,-4,0,0,-19,5,2
220.539,283.321,168,70,138,150,75,140,-4,0,0,-18,5,2
220.739,283.521,167,70,138,150,75,140,-4,0,0,-17,5,2
220.939,283.721,166,70,138,150,75,140,-3,0,0,-16,5,2
221.039,283.821,165,70,138,150,75,140,-3,0,0,-15,5,2
221.239,284.021,164,70,138,150,75,140,-3,0,0,-14,5,2
221.339,284.121,163,70,138,150,75,140,-3,0,0,-13,5,2
221.439,284.221,163,71,138,150,75,140,-3,0,0,-13,4,2
221.539,284.321,162,71,138,150,75,140,-2,0,0,-12,4,2
221.639,284.421,161,71,138,150,75,140,-2,0,0,-11,4,2
221.739,284.521,160,71,137,150,75,140,-2,0,0,-10,4,3
221.939,284.721,159,71,137,150,75,140,-2,0,0,-9,4,3
