T_REL,T_ABS,RADAR_POS_X,RADAR_POS_Y,RADAR_POS_Z,TARGET_POS_X,TARGET_POS_Y,TARGET_POS_Z,CMD_SPEED_X,CMD_SPEED_Y,CMD_SPEED_Z,ERROR_X,ERROR_Y,ERROR_Z
186.779,249.561,152,118,103,150,175,100,0,0,0,-2,57,-3
186.879,249.661,152,120,103,150,175,100,0,0,0,-2,55,-3
186.979,249.761,151,122,103,150,175,100,0,0,0,-1,53,-3
187.079,249.861,151,123,103,150,175,100,0,0,0,-1,52,-3
187.179,249.961,151,125,104,150,175,100,0,0,-1,-1,50,-4
187.279,250.061,151,127,104,150,175,100,0,0,-1,-1,48,-4
187.379,250.161,150,129,104,150,175,100,0,0,0,0,46,-4
187.479,250.261,150,131,104,150,175,100,0,0,-1,0,44,-4
187.579,250.361,151,133,104,150,175,100,0,0,-1,-1,42,-4
187.679,250.461,151,135,104,150,175,100,0,0,-1,-1,40,-4
187.779,250.561,151,137,104,150,175,100,0,0,-1,-1,38,-4
187.879,250.661,151,140,104,150,175,100,0,0,-1,-1,35,-4
187.979,250.761,151,141,104,150,175,100,0,0,-1,-1,34,-4
188.079,250.861,151,144,104,150,175,100,0,0,-1,-1,31,-4
188.179,250.961,151,146,104,150,175,100,0,0,0,-1,29,-4
188.279,251.061,151,147,104,150,175,100,0,0,0,-1,28,-4
188.379,251.161,151,150,104,150,175,100,0,0,0,-1,25,-4
188.479,251.261,151,152,104,150,175,100,0,0,0,-1,23,-4
188.579,251.361,150,154,105,150,175,100,0,0,0,0,21,-5
188.679,251.461,150,156,104,150,175,100,0,0,-1,0,19,-4
188.779,251.561,150,159,105,150,175,100,0,0,0,0,16,-5
188.879,251.661,150,161,105,150,175,100,0,0,0,0,14,-5
188.979,251.761,150,163,104,150,175,100,0,0,-1,0,12,-4
189.079,251.861,150,165,104,150,175,100,0,0,-1,0,10,-4
